ProductRegNo,SLPID,TAC,RegType,SerialNo,productCategory,modelID,modelDescription,consigneeName
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,13YBC73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,83YBC73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,H9PVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,FVDWB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,2S1CC73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,8FV1C73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,FNVVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,FJ1WB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,CGT1C73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,JJV1C73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,5JPVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,758ZB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,7CFYB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,6DYYB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,3FFYB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,6HT1C73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,GBPVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,2XFVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,6LYWB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,GCFYB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,GWVVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,9KPVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,8JPVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,8HPVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,FYVVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,6YVVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,8ZVVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,GXVVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,277WB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,507WB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,3SVVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,2TVVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,6XVVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,JKPVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,1PVVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,GJPVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,HGPVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,9HPVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,FC1WB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,9RVVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,DVVVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,6QVVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,8PVVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,6VVVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759999,CIDF15000022,REAB/98I/0418/S(18-1281),SerialNo,CTVVB73,NOTEBOOK (HYBRID-ICT),,"P75F [WLAN Module: QCNFA344A, QCNFA435, QCNFA335, 3165NGW, 7265NGW, 8265NGW, 9560NGW & 9462NGW ]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759998,CIDF15000022,REAB/11O/0619/S(19-2187),SerialNo,3D8W273,NOTEBOOK (HYBRID-ICT),,"P74F [SRC Module: QCNFA344A, 9260NGW, AX200NGW ] [WWAN Module: T77W968] [NFC Module: DWRFID1602, DWRFID1801]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759997,CIDF15000022,REAB/95N/0519/S(19-2097),SerialNo,4YBV373,NOTEBOOK (HYBRID-ICT),,"P56F [SRC Module: BCM94350ZAE, BCM943602BAED, 8260NGW, QCNFA364A , QCNFA344A, 8265NGW, 9260NGW, AX200NGW]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759996,CIDF15000022,REAB/74R/0120/S(20-0346),SerialNo,8Q4D273,NOTEBOOK (HYBRID-ICT),,P45E [WLAN & Bluetooth Module: AX200D2WL],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759995,CIDF15000022,REAB/85S/0320/S(20-0794),SerialNo,1SHB273,NOTEBOOK (HYBRID-ICT),,"P44E [WLAN & Bluetooth Module: AX201NGW] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759994,CIDF15000022,REAB/43S/0220/S(20-0716),SerialNo,4FMH273,NOTEBOOK (HYBRID-ICT),,"P33S [WLAN & Bluetooth Module: AX201D2W, 9560D2W] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759994,CIDF15000022,REAB/43S/0220/S(20-0716),SerialNo,6PW1473,NOTEBOOK (HYBRID-ICT),,"P33S [WLAN & Bluetooth Module: AX201D2W, 9560D2W] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759994,CIDF15000022,REAB/43S/0220/S(20-0716),SerialNo,CXZH273,NOTEBOOK (HYBRID-ICT),,"P33S [WLAN & Bluetooth Module: AX201D2W, 9560D2W] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759994,CIDF15000022,REAB/43S/0220/S(20-0716),SerialNo,6S67273,NOTEBOOK (HYBRID-ICT),,"P33S [WLAN & Bluetooth Module: AX201D2W, 9560D2W] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759994,CIDF15000022,REAB/43S/0220/S(20-0716),SerialNo,9Y22473,NOTEBOOK (HYBRID-ICT),,"P33S [WLAN & Bluetooth Module: AX201D2W, 9560D2W] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759994,CIDF15000022,REAB/43S/0220/S(20-0716),SerialNo,9L02473,NOTEBOOK (HYBRID-ICT),,"P33S [WLAN & Bluetooth Module: AX201D2W, 9560D2W] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759994,CIDF15000022,REAB/43S/0220/S(20-0716),SerialNo,JCWG273,NOTEBOOK (HYBRID-ICT),,"P33S [WLAN & Bluetooth Module: AX201D2W, 9560D2W] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759994,CIDF15000022,REAB/43S/0220/S(20-0716),SerialNo,2WPG273,NOTEBOOK (HYBRID-ICT),,"P33S [WLAN & Bluetooth Module: AX201D2W, 9560D2W] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759994,CIDF15000022,REAB/43S/0220/S(20-0716),SerialNo,JWQ9273,NOTEBOOK (HYBRID-ICT),,"P33S [WLAN & Bluetooth Module: AX201D2W, 9560D2W] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759994,CIDF15000022,REAB/43S/0220/S(20-0716),SerialNo,CYY1473,NOTEBOOK (HYBRID-ICT),,"P33S [WLAN & Bluetooth Module: AX201D2W, 9560D2W] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759994,CIDF15000022,REAB/43S/0220/S(20-0716),SerialNo,80Y1473,NOTEBOOK (HYBRID-ICT),,"P33S [WLAN & Bluetooth Module: AX201D2W, 9560D2W] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759994,CIDF15000022,REAB/43S/0220/S(20-0716),SerialNo,DB12473,NOTEBOOK (HYBRID-ICT),,"P33S [WLAN & Bluetooth Module: AX201D2W, 9560D2W] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759994,CIDF15000022,REAB/43S/0220/S(20-0716),SerialNo,FVQ9273,NOTEBOOK (HYBRID-ICT),,"P33S [WLAN & Bluetooth Module: AX201D2W, 9560D2W] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759994,CIDF15000022,REAB/43S/0220/S(20-0716),SerialNo,BT32473,NOTEBOOK (HYBRID-ICT),,"P33S [WLAN & Bluetooth Module: AX201D2W, 9560D2W] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759994,CIDF15000022,REAB/43S/0220/S(20-0716),SerialNo,4N4X273,NOTEBOOK (HYBRID-ICT),,"P33S [WLAN & Bluetooth Module: AX201D2W, 9560D2W] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759994,CIDF15000022,REAB/43S/0220/S(20-0716),SerialNo,8YNV273,NOTEBOOK (HYBRID-ICT),,"P33S [WLAN & Bluetooth Module: AX201D2W, 9560D2W] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759994,CIDF15000022,REAB/43S/0220/S(20-0716),SerialNo,8CGW373,NOTEBOOK (HYBRID-ICT),,"P33S [WLAN & Bluetooth Module: AX201D2W, 9560D2W] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759994,CIDF15000022,REAB/43S/0220/S(20-0716),SerialNo,1T7T373,NOTEBOOK (HYBRID-ICT),,"P33S [WLAN & Bluetooth Module: AX201D2W, 9560D2W] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759994,CIDF15000022,REAB/43S/0220/S(20-0716),SerialNo,11TX373,NOTEBOOK (HYBRID-ICT),,"P33S [WLAN & Bluetooth Module: AX201D2W, 9560D2W] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759994,CIDF15000022,REAB/43S/0220/S(20-0716),SerialNo,2K5Y373,NOTEBOOK (HYBRID-ICT),,"P33S [WLAN & Bluetooth Module: AX201D2W, 9560D2W] [WWAN Module: T77W968] [NFC Module: DWRFID1902] [1 SIM, 1 IMEI]",DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,89SJ573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,3NQV573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,HCNW573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,83SS273,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,5XJV573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,FYSX473,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,CNRX573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,DCQV573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,BG8W573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,FSBY473,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,83CY473,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,6PRX573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,85GT573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,2B5Y473,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,D7ZV473,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,G8ZV473,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,17NW573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
